compound_id,compound_name,producing_organism,mibig_cluster,canonical_smiles,lipid_tail_smiles
420,Pseudomycin B,Pseudomonas syringae,,CC=C1NC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CCN)NC(=O)C(NC(=O)CC(O)CCCCCCCCCCC)COC(=O)C(C(O)CCl)NC(=O)C(C(O)C(=O)O)NC1=O,CCCCCCCCCCCC(O)CC(=O)O
421,Pseudomycin C,Pseudomonas syringae,,CC=C1NC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CCN)NC(=O)C(NC(=O)CC(O)C(O)CCCCCCCCCCCC)COC(=O)C(C(O)CCl)NC(=O)C(C(O)C(=O)O)NC1=O,CCCCCCCCCCCCC(O)C(O)CC(=O)O
422,Pseudomycin D,Pseudomonas syringae,,CC=C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCCCCCC)C(C)C)C(C)C)C(=O)NC(C(=O)NC(=CC)C(=O)NC(C)C(=O)NC(C(=O)NC(C)C(=O)NC(C)C(=O)NC(=CC)C(=O)NC1C(=O)NC(CO)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CCN)C(=O)NC(Cc2ccc(O)cc2)C(=O)OC1C)C(C)C)C(C)C,CCCCCCCCCC(O)CC(=O)O
423,Pseudophomin A,Pseudomonas fluorescens,,CCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)OC1C,CCCCCCCC(O)CC(=O)O
424,Pseudophomin B,Pseudomonas fluorescens,,CCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC1C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)OC1C,CCCCCCCCCC(O)CC(=O)O
425,Pumilacidin A1,Bacillus pumilus,,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)CC(CCCCCCCCCC(C)C)OC1=O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(=O)OC(CCCCCCCCCC(C)C)CC(=O)O
426,Pumilacidin A2,Bacillus pumilus,,CCC(C)CCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCC(C)CCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(C)CC
427,Pumilacidin B1,Bacillus pumilus,,CC(C)CCCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)O1,CC(C)CCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(C)C
428,Pumilacidin B2,Bacillus pumilus,,CCC(C)CCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)O1,CCC(C)CCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(C)C
429,Pumilacidin C1,Bacillus pumilus,,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)CC(CCCCCCCCCCCC(C)C)OC1=O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(=O)OC(CCCCCCCCCCCC(C)C)CC(=O)O
430,Pumilacidin C2,Bacillus pumilus,,CCC(C)CCCCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)O1,CCC(C)CCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(C)CC
431,Pumilacidin D1,Bacillus pumilus,,CC(C)CCCCCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)O1,CC(C)CCCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(C)C
432,Pumilacidin D2,Bacillus pumilus,,CCC(C)CCCCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)O1,CCC(C)CCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(C)C
433,Pumilacidin E,Bacillus pumilus,,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)CC(CCCCCCCCCCC(C)C)OC1=O,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(=O)OC(CCCCCCCCCCC(C)C)CC(=O)O
434,Pumilacidin F,Bacillus pumilus,,CC(C)CCCCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)O1,CC(C)CCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(C)C
435,Pumilacidin G,Bacillus pumilus,,CCCCCCCCCCCCCC1CC(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)O1,CCCCCCCCCCCCCC(CC(=O)O)OC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(N)CCC(=O)O)C(C)C
436,Putisolvin I,Pseudomonas putida PCL1445,BGC0000411,CCCCCC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(C(=O)NC(C(=O)NC1COC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC1=O)C(C)CC)C(C)C)C(C)CC,CCCCCC(=O)O
437,Putisolvin II,Pseudomonas putida PCL1445,BGC0000411,CCCCCC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC1COC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC1=O)C(C)C)C(C)CC,CCCCCC(=O)O
438,Puwainaphycin A,Anabaena sp. BQ-16- 1 ,,CC=C1NC(=O)C(C(C)C)NC(=O)C(O)C(C(C)CCCCCCCCCC(=O)CCCC)NC(=O)C2CCCN2C(=O)C(CC(N)=O)N(C)C(=O)C(C(C)OC)NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC1=O,CC=C(NC(=O)C(N)C(C)C)C(=O)NC(C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(C(C)CCCCCCCCCC(=O)CCCC)C(O)C(=O)O)C(C)OC)C(C)O)C(C)O
439,Puwainaphycin B,Anabaena sp. BQ-16- 1 ,,CC=C1NC(=O)C(C(C)C)NC(=O)C(O)C(C(C)CCCCCCCCCC(=O)CCCC)NC(=O)C2CCCN2C(=O)C(CC(N)=O)N(C)C(=O)C(C(C)OC)NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(C(C)C)NC(=O)C(C(C)O)NC1=O,CC=C(NC(=O)C(N)C(C)C)C(=O)NC(C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(C(C)CCCCCCCCCC(=O)CCCC)C(O)C(=O)O)C(C)OC)C(C)C)C(C)O
440,Puwainaphycin C,Anabaena sp. BQ-16- 1 ,,CC=C1NC(=O)C(C(C)C)NC(=O)C(O)C(C(C)CCCCCCCCCC(Cl)CC)NC(=O)C2CCCN2C(=O)C(CC(N)=O)N(C)C(=O)C(C(C)OC)NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC1=O,CC=C(NC(=O)C(N)C(C)C)C(=O)NC(C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(C(C)CCCCCCCCCC(Cl)CC)C(O)C(=O)O)C(C)OC)C(C)O)C(C)O
441,Puwainaphycin D,Anabaena sp. BQ-16- 1 ,,CC=C1NC(=O)C(C(C)C)NC(=O)C(O)C(C(C)CCCCCCCCCC(Cl)CC)NC(=O)C2CCCN2C(=O)C(CC(N)=O)N(C)C(=O)C(C(C)OC)NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(C(C)C)NC(=O)C(C(C)O)NC1=O,CC=C(NC(=O)C(N)C(C)C)C(=O)NC(C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(C(C)CCCCCCCCCC(Cl)CC)C(O)C(=O)O)C(C)OC)C(C)C)C(C)O
442,Puwainaphycin E,Anabaena sp. BQ-16- 1 ,,CC=C1NC(=O)C(C(C)C)NC(=O)C(O)C(C(C)CCCCCCCCCCCC)NC(=O)C2CCCN2C(=O)C(CC(N)=O)N(C)C(=O)C(C(C)OC)NC(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC1=O,CC=C(NC(=O)C(N)C(C)C)C(=O)NC(C(=O)NC(C(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(C(C)CCCCCCCCCCCC)C(O)C(=O)O)C(C)OC)C(C)O)C(C)O
443,Puwainaphycin F,Cylindrospermum alatosporum C24/89,BGC0001125,CC=C1NC(=O)C(CC(N)=O)NC(=O)C(=CC)NC(=O)C(C(C)C)NC(=O)C(O)C(C(C)CCCCCCCCCC)NC(=O)C2CCCN2C(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(CC(N)=O)NC1=O,CC=C(NC(=O)C(CC(N)=O)NC(=O)C(=CC)NC(=O)C(N)C(C)C)C(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(C(C)CCCCCCCCCC)C(O)C(=O)O)C(C)O
444,Puwainaphycin G,Cylindrospermum alatosporum C24/89,BGC0001125,CC=C1NC(=O)C(CCC(N)=O)NC(=O)C(=CC)NC(=O)C(C(C)C)NC(=O)C(O)C(C(C)CCCCCCCCCC)NC(=O)C2CCCN2C(=O)C(CC(N)=O)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C(CC(N)=O)NC1=O,CC=C(NC(=O)C(CCC(N)=O)NC(=O)C(=CC)NC(=O)C(N)C(C)C)C(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(C(C)CCCCCCCCCC)C(O)C(=O)O)C(C)O
445,Rakicidin A,Micromonospora sp. R385-2a,BGC0001327,C=C1C=CC(=O)N(C)CC(=O)NC(C(O)C(N)=O)C(=O)OC(C(C)CCCCCCCCCCCC(C)C)C(C)C(=O)N1,C=C(C=CC(=O)O)NC(=O)C(C)C(OC(=O)C(NC(=O)CN)C(O)C(N)=O)C(C)CCCCCCCCCCCC(C)C
446,Rakicidin B,Micromonospora sp.,BGC0001327,C=C1C=CC(=O)N(C)CC(=O)NC(C(O)C(N)=O)C(=O)OC(C(C)CCCCCCCCCCCCC(C)C)C(C)C(=O)N1,C=C(N)C=CC(=O)NCC(=O)NC(C(=O)OC(C(C)CCCCCCCCCCCCC(C)C)C(C)C(=O)O)C(O)C(N)=O
447,Rakicidin C,Streptomyces sp.,,C=C1C=CC(=O)N(C)CC(=O)NC(CCC(N)=O)C(=O)OC(C(C)CC(C)CC(C)C)C(C)C(=O)N1,C=C(N)C=CC(=O)NCC(=O)NC(CCC(N)=O)C(=O)OC(C(C)CC(C)CC(C)C)C(C)C(=O)O
448,Rakicidin D,Streptomyces sp.,BGC0001329,C=C1C=CC(=O)N(C)CC(=O)NC(C(O)C(N)=O)C(=O)OC(C(C)CCCCCC)C(C)C(=O)N1,C=C(N)C=CC(=O)NCC(=O)NC(C(=O)OC(C(C)CCCCCC)C(C)C(=O)O)C(O)C(N)=O
449,Rakicidin E,Micromonospora sp.,,C=C1C=CC(=O)N(C)CC(=O)NC(C(O)C(N)=O)C(=O)OC(C(C)CCCCCCCCCCCCCC(C)C)C(C)C(=O)N1,C=C(C=CC(=O)O)NC(=O)C(C)C(OC(=O)C(NC(=O)CN)C(O)C(N)=O)C(C)CCCCCCCCCCCCCC(C)C
450,Rakicidin F,Streptomyces sp.,,C=C1C=CC(=O)N(C)CC(=O)NC(CCC(N)=O)C(=O)OC(C(C)CC(C)CC(C)CC)C(C)C(=O)N1,C=C(C=CC(=O)O)NC(=O)C(C)C(OC(=O)C(CCC(N)=O)NC(=O)CN)C(C)CC(C)CC(C)CC
451,Rakicidin G,Micromonospora chalcea FIM 02-52,,C=C1C=CC(=O)N(C)CC(=O)NC(C(O)C(N)=O)C(=O)OC(C(C)CCCCCCCCCCCCC)C(C)C(=O)N1,C=C(C=CC(=O)O)NC(=O)C(C)C(OC(=O)C(NC(=O)CN)C(O)C(N)=O)C(C)CCCCCCCCCCCCC
452,Rakicidin H,Micromonospora chalcea FIM 02-52,,C=C1C=CC(=O)N(C)CC(=O)NC(C(O)C(N)=O)C(=O)OC(C(C)CCCCCCCCCCCCCC)C(C)C(=O)N1,C=C(N)C=CC(=O)NCC(=O)NC(C(=O)OC(C(C)CCCCCCCCCCCCCC)C(C)C(=O)O)C(O)C(N)=O
453,Rakicidin I,Micromonospora chalcea FIM 02-52,,C=C1C=CC(=O)N(C)CC(=O)NC(C(O)C(N)=O)C(=O)OC(C(C)CCCCCCCCCCCCCCC)C(C)C(=O)N1,C=C(N)C=CC(=O)NCC(=O)NC(C(=O)OC(C(C)CCCCCCCCCCCCCCC)C(C)C(=O)O)C(O)C(N)=O
454,Roseoferin A1,Mycogone rosea DSM 12973,,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO)C(C)C)C(C)CC,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)C)C(C)CC
455,Roseoferin A2,Mycogone rosea DSM 12973,,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO)C(C)CC)C(C)C,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)CC)C(C)C
456,Roseoferin A3,Mycogone rosea DSM 12973,,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)CC)C(C)CC,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)CC)C(C)CC
457,Roseoferin B1,Mycogone rosea DSM 12973,,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO)C(C)C)C(C)C,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)C)C(C)C
458,Roseoferin B2,Mycogone rosea DSM 12973,,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)C)C(C)CC,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)C)C(C)CC
459,Roseoferin B3,Mycogone rosea DSM 12973,,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)CC)C(C)C,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)CC)C(C)C
460,Roseoferin C1,Mycogone rosea DSM 12973,,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO)C(C)CC)C(C)CC,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)CC)C(C)CC
461,Roseoferin C2,Mycogone rosea DSM 12973,,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO)C(C)CC)C(C)C)C(C)C,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)CC)C(C)C)C(C)C
462,Roseoferin D1,Mycogone rosea DSM 12973,,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)C)C(C)C,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)C)C(C)C
463,Roseoferin D2,Mycogone rosea DSM 12973,,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO)C(C)C)C(C)CC,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)C)C(C)CC
464,Roseoferin D3,Mycogone rosea DSM 12973,,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO)C(C)CC)C(C)C,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)CC)C(C)C
465,Roseoferin E1,Mycogone rosea DSM 12973,,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)CC)C(C)C,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)CC)C(C)C
466,Roseoferin E2,Mycogone rosea DSM 12973,,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)C)C(C)CC,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)C)C(C)CC
467,Roseoferin E3,Mycogone rosea DSM 12973,,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO)C(C)C)C(C)C,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)C)C(C)C
468,Roseoferin F,Mycogone rosea DSM 12973,,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)C)C(C)C,CCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C)(C)C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)C)C(C)C
469,Roseoferin G,Mycogone rosea DSM 12973,,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CN(C)CCO)C(C)CC)C(C)CC)C(C)C,CCCCCCCCC(C)C(=O)N1CCCC1C(=O)NC(CC(C)CC(O)CC(=O)CC)C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NC(C)CNCCO)C(C)CC)C(C)CC)C(C)C
470,Serrawettin W1,Serratia marcescens,,CCCCCCCC1CC(=O)NC(CO)C(=O)OC(CCCCCCC)CC(=O)NC(CO)C(=O)O1,CCCCCCCC(CC(=O)NC(CO)C(=O)OC(CCCCCCC)CC(=O)O)OC(=O)C(N)CO
